Date,Adj Close,Close,High,Low,Open,Volume,Price
2019-11-18,142.52720642089844,150.33999633789062,150.5500030517578,148.97999572753906,150.07000732421875,21534000,142.52720642089844
2019-11-19,142.57456970214844,150.38999938964844,151.3300018310547,150.1999969482422,150.8800048828125,23935700,142.57456970214844
2019-11-20,142.32728576660156,149.6199951171875,150.83999633789062,148.4600067138672,150.30999755859375,25696800,142.32728576660156
2019-11-21,142.194091796875,149.47999572753906,149.8000030517578,148.5,149.39999389648438,18576100,142.194091796875
2019-11-22,142.29876708984375,149.58999633789062,150.3000030517578,148.82000732421875,150.07000732421875,15901800,142.29876708984375
2019-11-25,143.8588104248047,151.22999572753906,151.35000610351562,149.9199981689453,150.0,22420900,143.8588104248047
2019-11-26,144.61981201171875,152.02999877929688,152.4199981689453,151.32000732421875,151.36000061035156,24620100,144.61981201171875
2019-11-27,144.8956756591797,152.32000732421875,152.5,151.52000427246094,152.3300018310547,15184400,144.8956756591797
2019-11-29,144.0015106201172,151.3800048828125,152.3000030517578,151.27999877929688,152.10000610351562,11977300,144.0015106201172
2019-12-02,142.26071166992188,149.5500030517578,151.8300018310547,148.32000732421875,151.80999755859375,27418400,142.26071166992188
2019-12-03,142.03236389160156,149.30999755859375,149.42999267578125,146.64999389648438,147.49000549316406,24066000,142.03236389160156
2019-12-04,142.54608154296875,149.85000610351562,150.17999267578125,149.1999969482422,150.13999938964844,17574700,142.54608154296875
2019-12-05,142.6221923828125,149.92999267578125,150.32000732421875,149.47999572753906,150.0500030517578,17869100,142.6221923828125
2019-12-06,144.35348510742188,151.75,151.8699951171875,150.27000427246094,150.99000549316406,16403500,144.35348510742188
2019-12-09,143.98245239257812,151.36000061035156,152.2100067138672,150.91000366210938,151.07000732421875,16687400,143.98245239257812
2019-12-10,143.76368713378906,151.1300048828125,151.88999938964844,150.75999450683594,151.2899932861328,16476100,143.76368713378906
2019-12-11,144.3058624267578,151.6999969482422,151.8699951171875,150.3300018310547,151.5399932861328,18856600,144.3058624267578
2019-12-12,145.77084350585938,153.24000549316406,153.44000244140625,151.02000427246094,151.64999389648438,24612100,145.77084350585938
2019-12-13,146.9979705810547,154.52999877929688,154.88999938964844,152.8300018310547,153.0,23845400,146.9979705810547
2019-12-16,147.94923400878906,155.52999877929688,155.89999389648438,154.82000732421875,155.11000061035156,24144200,147.94923400878906
2019-12-17,147.15013122558594,154.69000244140625,155.7100067138672,154.4499969482422,155.4499969482422,25425600,147.15013122558594
2019-12-18,146.84573364257812,154.3699951171875,155.47999572753906,154.17999267578125,154.3000030517578,24129200,146.84573364257812
2019-12-19,148.12042236328125,155.7100067138672,155.77000427246094,153.75,154.0,24958900,148.12042236328125
2019-12-20,149.73757934570312,157.41000366210938,158.49000549316406,156.2899932861328,157.35000610351562,53477500,149.73757934570312
2019-12-23,149.73757934570312,157.41000366210938,158.1199951171875,157.27000427246094,158.1199951171875,17718200,149.73757934570312
2019-12-24,149.7090301513672,157.3800048828125,157.7100067138672,157.1199951171875,157.47999572753906,8989200,149.7090301513672
2019-12-26,150.93618774414062,158.6699981689453,158.72999572753906,157.39999389648438,157.55999755859375,14520600,150.93618774414062
2019-12-27,151.2120361328125,158.9600067138672,159.5500030517578,158.22000122070312,159.4499969482422,18412800,151.2120361328125
2019-12-30,149.90882873535156,157.58999633789062,159.02000427246094,156.72999572753906,158.99000549316406,16348400,149.90882873535156
2019-12-31,150.013427734375,157.6999969482422,157.77000427246094,156.4499969482422,156.77000427246094,18369400,150.013427734375
2020-01-02,152.79112243652344,160.6199951171875,160.72999572753906,158.3300018310547,158.77999877929688,22622100,152.79112243652344
2020-01-03,150.88864135742188,158.6199951171875,159.9499969482422,158.05999755859375,158.32000732421875,21116200,150.88864135742188
2020-01-06,151.27862548828125,159.02999877929688,159.10000610351562,156.50999450683594,157.0800018310547,20813700,151.27862548828125
2020-01-07,149.8992462158203,157.5800018310547,159.6699981689453,157.32000732421875,159.32000732421875,21634100,149.8992462158203
2020-01-08,152.2869873046875,160.08999633789062,160.8000030517578,157.9499969482422,158.92999267578125,27746500,152.2869873046875
2020-01-09,154.18948364257812,162.08999633789062,162.22000122070312,161.02999877929688,161.83999633789062,21385000,154.18948364257812
2020-01-10,153.47601318359375,161.33999633789062,163.22000122070312,161.17999267578125,162.82000732421875,20725900,153.47601318359375
2020-01-13,155.32150268554688,163.27999877929688,163.30999755859375,161.25999450683594,161.75999450683594,21626500,155.32150268554688
2020-01-14,154.2275390625,162.1300048828125,163.60000610351562,161.72000122070312,163.38999938964844,23477400,154.2275390625
2020-01-15,155.226318359375,163.17999267578125,163.94000244140625,162.57000732421875,162.6199951171875,21417900,155.226318359375
2020-01-16,158.0706329345703,166.1699981689453,166.24000549316406,164.02999877929688,164.35000610351562,23865400,158.0706329345703
2020-01-17,158.95529174804688,167.10000610351562,167.47000122070312,165.42999267578125,167.4199981689453,34371700,158.95529174804688
2020-01-21,158.38450622558594,166.5,168.19000244140625,166.42999267578125,166.67999267578125,29517200,158.38450622558594
2020-01-22,157.62350463867188,165.6999969482422,167.49000549316406,165.67999267578125,167.39999389648438,24138800,157.62350463867188
2020-01-23,158.59381103515625,166.72000122070312,166.8000030517578,165.27000427246094,166.19000244140625,19680800,158.59381103515625
2020-01-24,156.99569702148438,165.0399932861328,167.52999877929688,164.4499969482422,167.50999450683594,24918100,156.99569702148438
2020-01-27,154.37022399902344,162.27999877929688,163.3800048828125,160.1999969482422,161.14999389648438,32078100,154.37022399902344
2020-01-28,157.39524841308594,165.4600067138672,165.75999450683594,163.07000732421875,163.77999877929688,24899900,157.39524841308594
2020-01-29,159.84947204589844,168.0399932861328,168.75,165.69000244140625,167.83999633789062,34754500,159.84947204589844
2020-01-30,164.3584442138672,172.77999877929688,174.0500030517578,170.7899932861328,174.0500030517578,51597500,164.3584442138672
2020-01-31,161.93270874023438,170.22999572753906,172.39999389648438,169.5800018310547,172.2100067138672,36142700,161.93270874023438
2020-02-03,165.88043212890625,174.3800048828125,174.5,170.39999389648438,170.42999267578125,30107000,165.88043212890625
2020-02-04,171.3406524658203,180.1199951171875,180.63999938964844,176.30999755859375,177.13999938964844,36433300,171.3406524658203
2020-02-05,171.1314239501953,179.89999389648438,184.1999969482422,178.41000366210938,184.02999877929688,39186300,171.1314239501953
2020-02-06,174.6795654296875,183.6300048828125,183.82000732421875,180.05999755859375,180.97000122070312,27751400,174.6795654296875
2020-02-07,174.92691040039062,183.88999938964844,185.6300048828125,182.47999572753906,182.85000610351562,33529100,174.92691040039062
2020-02-10,179.50247192382812,188.6999969482422,188.83999633789062,183.25,183.5800018310547,35844300,179.50247192382812
2020-02-11,175.45008850097656,184.44000244140625,190.6999969482422,183.5,190.64999389648438,53159900,175.45008850097656
2020-02-12,175.70693969726562,184.7100067138672,185.85000610351562,181.85000610351562,185.5800018310547,47062900,175.70693969726562
2020-02-13,174.7556915283203,183.7100067138672,186.22999572753906,182.8699951171875,183.0800018310547,35295800,174.7556915283203
2020-02-14,176.31576538085938,185.35000610351562,185.41000366210938,182.64999389648438,183.25,23149500,176.31576538085938
2020-02-18,178.10414123535156,187.22999572753906,187.6999969482422,185.5,185.61000061035156,27792200,178.10414123535156
2020-02-19,178.6382598876953,187.27999877929688,188.17999267578125,186.47000122070312,188.05999755859375,29997500,178.6382598876953
2020-02-20,175.9102783203125,184.4199981689453,187.25,181.10000610351562,186.9499969482422,36862400,175.9102783203125
2020-02-21,170.34921264648438,178.58999633789062,183.5,177.25,183.1699981689453,48572600,170.34921264648438
2020-02-24,163.00453186035156,170.88999938964844,174.5500030517578,163.22999572753906,167.77000427246094,68311100,163.00453186035156
2020-02-25,160.314697265625,168.07000732421875,174.83999633789062,167.64999389648438,174.1999969482422,68073300,160.314697265625
2020-02-26,162.31777954101562,170.1699981689453,173.25999450683594,168.2100067138672,169.7100067138672,56206100,162.31777954101562
2020-02-27,150.88104248046875,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900,150.88104248046875
2020-02-28,154.53427124023438,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700,154.53427124023438
2020-03-02,164.81687927246094,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800,164.81687927246094
2020-03-03,156.91891479492188,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000,156.91891479492188
2020-03-04,162.6802520751953,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400,162.6802520751953
2020-03-05,158.59776306152344,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300,158.59776306152344
2020-03-06,154.11465454101562,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100,154.11465454101562
2020-03-09,143.6698760986328,150.6199951171875,157.75,150.0,151.0,70419300,143.6698760986328
2020-03-10,153.4945831298828,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400,153.4945831298828
2020-03-11,146.541015625,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600,146.541015625
2020-03-12,132.643310546875,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400,132.643310546875
2020-03-13,151.50103759765625,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400,151.50103759765625
2020-03-16,129.17127990722656,135.4199981689453,149.35000610351562,135.0,140.0,87905900,129.17127990722656
2020-03-17,139.8067626953125,146.57000732421875,147.5,135.0,140.0,81059800,139.8067626953125
2020-03-18,133.92144775390625,140.39999389648438,146.0,135.02000427246094,138.0,81593200,133.92144775390625
2020-03-19,136.1248779296875,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700,136.1248779296875
2020-03-20,131.0122528076172,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200,131.0122528076172
2020-03-23,129.70541381835938,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200,129.70541381835938
2020-03-24,141.49510192871094,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700,141.49510192871094
2020-03-25,140.140625,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200,140.140625
2020-03-26,148.9065704345703,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100,148.9065704345703
2020-03-27,142.79232788085938,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300,142.79232788085938
2020-03-30,152.83644104003906,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300,152.83644104003906
2020-03-31,150.43275451660156,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200,150.43275451660156
2020-04-01,145.0911407470703,152.11000061035156,157.75,150.82000732421875,153.0,57969900,145.0911407470703
2020-04-02,148.0957489013672,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700,148.0957489013672
2020-04-03,146.73178100585938,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300,146.73178100585938
2020-04-06,157.6439208984375,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700,157.6439208984375
2020-04-07,155.94602966308594,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000,155.94602966308594
2020-04-08,157.5103759765625,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200,157.5103759765625
2020-04-09,157.5198974609375,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100,157.5198974609375
2020-04-13,157.8727569580078,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300,157.8727569580078
2020-04-14,165.6848907470703,173.6999969482422,173.75,168.0,169.0,52874300,165.6848907470703
2020-04-15,163.94888305664062,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800,163.94888305664062
2020-04-16,168.87078857421875,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600,168.87078857421875
2020-04-17,170.35879516601562,178.60000610351562,180.0,175.8699951171875,179.5,52765600,170.35879516601562
2020-04-20,166.98216247558594,175.05999755859375,178.75,174.99000549316406,176.6300048828125,36669600,166.98216247558594
2020-04-21,160.07623291015625,167.82000732421875,173.6699981689453,166.11000061035156,173.5,56203700,160.07623291015625
2020-04-22,165.51318359375,173.52000427246094,174.0,170.82000732421875,171.38999938964844,34620200,165.51318359375
2020-04-23,163.5100555419922,171.4199981689453,175.05999755859375,170.91000366210938,174.11000061035156,32790800,163.5100555419922
2020-04-24,166.4956817626953,174.5500030517578,174.55999755859375,170.7100067138672,172.05999755859375,34277600,166.4956817626953
2020-04-27,166.0187225341797,174.0500030517578,176.89999389648438,173.3000030517578,176.58999633789062,33194400,166.0187225341797
2020-04-28,161.97438049316406,169.80999755859375,175.6699981689453,169.38999938964844,175.58999633789062,34392700,161.97438049316406
2020-04-29,169.24273681640625,177.42999267578125,177.67999267578125,171.8800048828125,173.22000122070312,51286600,169.24273681640625
2020-04-30,170.94064331054688,179.2100067138672,180.39999389648438,176.22999572753906,180.0,53875900,170.94064331054688
2020-05-01,166.5147247314453,174.57000732421875,178.63999938964844,174.00999450683594,175.8000030517578,39370500,166.5147247314453
2020-05-04,170.58770751953125,178.83999633789062,179.0,173.8000030517578,174.49000549316406,30372900,170.58770751953125
2020-05-05,172.41912841796875,180.75999450683594,183.64999389648438,179.89999389648438,180.6199951171875,36839200,172.41912841796875
2020-05-06,174.11697387695312,182.5399932861328,184.1999969482422,181.6300048828125,182.0800018310547,32139300,174.11697387695312
2020-05-07,175.12806701660156,183.60000610351562,184.5500030517578,182.5800018310547,184.1699981689453,28316000,175.12806701660156
2020-05-08,176.15821838378906,184.67999267578125,185.0,183.36000061035156,184.97999572753906,30877800,176.15821838378906
2020-05-11,178.12318420410156,186.74000549316406,187.50999450683594,182.85000610351562,183.14999389648438,30892700,178.12318420410156
2020-05-12,174.08836364746094,182.50999450683594,187.0399932861328,182.3000030517578,186.8000030517578,32038200,174.08836364746094
2020-05-13,171.45574951171875,179.75,184.0500030517578,176.5399932861328,182.5500030517578,44711500,171.45574951171875
2020-05-14,172.19972229003906,180.52999877929688,180.69000244140625,175.67999267578125,177.5399932861328,41873900,172.19972229003906
2020-05-15,174.70840454101562,183.16000366210938,187.05999755859375,177.0,179.05999755859375,46610400,174.70840454101562
2020-05-18,176.37762451171875,184.91000366210938,186.1999969482422,183.9600067138672,185.75,35264500,176.37762451171875
2020-05-19,175.15667724609375,183.6300048828125,186.60000610351562,183.49000549316406,185.02999877929688,26799100,175.15667724609375
2020-05-20,177.58628845214844,185.66000366210938,185.85000610351562,183.94000244140625,184.80999755859375,31261300,177.58628845214844
2020-05-21,175.45318603515625,183.42999267578125,186.6699981689453,183.2899932861328,185.39999389648438,29119500,175.45318603515625
2020-05-22,175.52976989746094,183.50999450683594,184.4600067138672,182.5399932861328,183.19000244140625,20826900,175.52976989746094
2020-05-26,173.67410278320312,181.57000732421875,186.5,181.10000610351562,186.33999633789062,36073600,173.67410278320312
2020-05-27,173.9036407470703,181.80999755859375,181.99000549316406,176.60000610351562,180.1999969482422,39517100,173.9036407470703
2020-05-28,173.511474609375,181.39999389648438,184.14999389648438,180.3800048828125,180.74000549316406,33810200,173.511474609375
2020-05-29,175.2810516357422,183.25,184.27000427246094,180.41000366210938,182.72999572753906,42130400,175.2810516357422
2020-06-01,174.8793182373047,182.8300018310547,183.0,181.4600067138672,182.5399932861328,22622400,174.8793182373047
2020-06-02,176.8688507080078,184.91000366210938,185.0,181.35000610351562,184.25,30794600,176.8688507080078
2020-06-03,177.29930114746094,185.36000061035156,185.94000244140625,183.5800018310547,184.82000732421875,27311000,177.29930114746094
2020-06-04,174.9654083251953,182.9199981689453,185.83999633789062,182.3000030517578,184.3000030517578,28761800,174.9654083251953
2020-06-05,179.05923461914062,187.1999969482422,187.72999572753906,182.00999450683594,182.6199951171875,39893600,179.05923461914062
2020-06-08,180.16880798339844,188.36000061035156,188.5500030517578,184.44000244140625,185.94000244140625,33211600,180.16880798339844
2020-06-09,181.54620361328125,189.8000030517578,190.6999969482422,187.25999450683594,188.0,29783900,181.54620361328125
2020-06-10,188.28004455566406,196.83999633789062,198.52000427246094,191.00999450683594,191.1300048828125,43872300,188.28004455566406
2020-06-11,178.16973876953125,186.27000427246094,195.75999450683594,186.07000732421875,193.1300048828125,52854700,178.16973876953125
2020-06-12,179.57577514648438,187.74000549316406,191.72000122070312,185.17999267578125,190.5399932861328,43373600,179.57577514648438
2020-06-15,180.72360229492188,188.94000244140625,190.82000732421875,184.00999450683594,184.5800018310547,32770200,180.72360229492188
2020-06-16,185.1522674560547,193.57000732421875,195.5800018310547,191.4600067138672,192.88999938964844,42556700,185.1522674560547
2020-06-17,185.79315185546875,194.24000549316406,196.32000732421875,193.69000244140625,195.02999877929688,25687800,185.79315185546875
2020-06-18,187.78269958496094,196.32000732421875,196.49000549316406,194.0,194.0,23061600,187.78269958496094
2020-06-19,186.6635284423828,195.14999389648438,199.2899932861328,194.3699951171875,198.58999633789062,44441100,186.6635284423828
2020-06-22,191.84786987304688,200.57000732421875,200.75999450683594,195.22999572753906,195.7899932861328,32818900,191.84786987304688
2020-06-23,193.1295928955078,201.91000366210938,203.9499969482422,201.42999267578125,202.08999633789062,30917400,193.1295928955078
2020-06-24,189.236572265625,197.83999633789062,203.25,196.55999755859375,201.60000610351562,36740600,189.236572265625
2020-06-25,191.6278839111328,200.33999633789062,200.61000061035156,195.47000122070312,197.8000030517578,27803900,191.6278839111328
2020-06-26,187.79225158691406,196.3300018310547,199.88999938964844,194.8800048828125,199.72999572753906,54675800,187.79225158691406
2020-06-29,189.81048583984375,198.44000244140625,198.52999877929688,193.5500030517578,195.77999877929688,26701600,189.81048583984375
2020-06-30,194.6599884033203,203.50999450683594,204.39999389648438,197.74000549316406,197.8800048828125,34310300,194.6599884033203
2020-07-01,195.79827880859375,204.6999969482422,206.35000610351562,201.77000427246094,203.13999938964844,32061200,195.79827880859375
2020-07-02,197.29043579101562,206.25999450683594,208.02000427246094,205.0,205.67999267578125,29315800,197.29043579101562
2020-07-06,201.5373077392578,210.6999969482422,211.1300048828125,208.08999633789062,208.8300018310547,31897600,201.5373077392578
2020-07-07,199.19387817382812,208.25,214.6699981689453,207.99000549316406,210.4499969482422,33600700,199.19387817382812
2020-07-08,203.57470703125,212.8300018310547,213.25999450683594,208.69000244140625,210.07000732421875,33600000,203.57470703125
2020-07-09,204.9999237060547,214.32000732421875,216.3800048828125,211.47000122070312,216.3300018310547,33121700,204.9999237060547
2020-07-10,204.378173828125,213.6699981689453,214.0800018310547,211.0800018310547,213.6199951171875,26177600,204.378173828125
2020-07-13,198.06520080566406,207.07000732421875,215.8000030517578,206.5,214.47999572753906,38135600,198.06520080566406
2020-07-14,199.28953552246094,208.35000610351562,208.85000610351562,202.02999877929688,206.1300048828125,37591800,199.28953552246094
2020-07-15,198.99295043945312,208.0399932861328,211.3300018310547,205.02999877929688,209.55999755859375,32179400,198.99295043945312
2020-07-16,195.05215454101562,203.9199981689453,205.6999969482422,202.30999755859375,205.39999389648438,29940700,195.05215454101562
2020-07-17,194.0574493408203,202.8800048828125,205.0399932861328,201.38999938964844,204.47000122070312,31635300,194.0574493408203
2020-07-20,202.39820861816406,211.60000610351562,212.3000030517578,203.00999450683594,205.0,36884800,202.39820861816406
2020-07-21,199.67213439941406,208.75,213.94000244140625,208.02999877929688,213.66000366210938,37990400,199.67213439941406
2020-07-22,202.5416717529297,211.75,212.3000030517578,208.38999938964844,209.1999969482422,49605700,202.5416717529297
2020-07-23,193.73219299316406,202.5399932861328,210.9199981689453,202.14999389648438,207.19000244140625,67457000,193.73219299316406
2020-07-24,192.54611206054688,201.3000030517578,202.86000061035156,197.50999450683594,200.4199981689453,39827000,192.54611206054688
2020-07-27,194.9852294921875,203.85000610351562,203.97000122070312,200.86000061035156,201.47000122070312,30160900,194.9852294921875
2020-07-28,193.23477172851562,202.02000427246094,204.6999969482422,201.74000549316406,203.61000061035156,23251400,193.23477172851562
2020-07-29,195.1860809326172,204.05999755859375,204.64999389648438,202.00999450683594,202.5,19632600,195.1860809326172
2020-07-30,195.0330352783203,203.89999389648438,204.4600067138672,199.57000732421875,201.0,25079600,195.0330352783203
2020-07-31,196.0947723388672,205.00999450683594,205.10000610351562,199.00999450683594,204.39999389648438,51044000,196.0947723388672
2020-08-03,207.1233367919922,216.5399932861328,217.63999938964844,210.44000244140625,211.52000427246094,78983000,207.1233367919922
2020-08-04,204.0147247314453,213.2899932861328,214.77000427246094,210.30999755859375,214.1699981689453,49280100,204.0147247314453
2020-08-05,203.679931640625,212.94000244140625,215.0,211.57000732421875,214.89999389648438,28806400,203.679931640625
2020-08-06,206.94166564941406,216.35000610351562,216.3699951171875,211.5500030517578,212.33999633789062,32656800,206.94166564941406
2020-08-07,203.2399139404297,212.47999572753906,215.6999969482422,210.92999267578125,214.85000610351562,27820400,203.2399139404297
2020-08-10,199.19387817382812,208.25,211.8800048828125,206.35000610351562,211.6699981689453,36716500,199.19387817382812
2020-08-11,194.53564453125,203.3800048828125,207.64999389648438,203.13999938964844,207.16000366210938,36446500,194.53564453125
2020-08-12,200.09300231933594,209.19000244140625,210.27999877929688,204.75,205.2899932861328,28013100,200.09300231933594
2020-08-13,199.6243133544922,208.6999969482422,211.35000610351562,208.14999389648438,209.44000244140625,22588900,199.6243133544922
2020-08-14,199.8155975341797,208.89999389648438,209.58999633789062,207.50999450683594,208.75999450683594,17958900,199.8155975341797
2020-08-17,201.1356201171875,210.27999877929688,211.19000244140625,208.9199981689453,209.60000610351562,20184800,201.1356201171875
2020-08-18,202.29298400878906,211.49000549316406,212.36000061035156,209.2100067138672,210.52999877929688,21336200,202.29298400878906
2020-08-19,201.06570434570312,209.6999969482422,212.10000610351562,209.25,211.49000549316406,27627600,201.06570434570312
2020-08-20,205.74476623535156,214.5800018310547,215.0,208.91000366210938,209.5399932861328,26981500,205.74476623535156
2020-08-21,204.2489776611328,213.02000427246094,216.25,212.85000610351562,213.86000061035156,36249300,204.2489776611328
2020-08-24,204.89137268066406,213.69000244140625,215.52000427246094,212.42999267578125,214.7899932861328,25460100,204.89137268066406
2020-08-25,207.5569610595703,216.47000122070312,216.61000061035156,213.10000610351562,213.10000610351562,23043700,207.5569610595703
2020-08-26,212.0442352294922,221.14999389648438,222.08999633789062,217.36000061035156,217.8800048828125,39600800,212.0442352294922
2020-08-27,217.2506561279297,226.5800018310547,231.14999389648438,219.39999389648438,222.88999938964844,57602200,217.2506561279297
2020-08-28,219.4847412109375,228.91000366210938,230.63999938964844,226.5800018310547,228.17999267578125,26292900,219.4847412109375
2020-08-31,216.243896484375,225.52999877929688,228.6999969482422,224.30999755859375,227.0,28774200,216.243896484375
2020-09-01,217.91229248046875,227.27000427246094,227.4499969482422,224.42999267578125,225.50999450683594,25725500,217.91229248046875
2020-09-02,222.1118927001953,231.64999389648438,232.86000061035156,227.35000610351562,227.97000122070312,34080800,222.1118927001953
2020-09-03,208.35275268554688,217.3000030517578,229.30999755859375,214.9600067138672,229.27000427246094,58400300,208.35275268554688
2020-09-04,205.42832946777344,214.25,218.36000061035156,205.19000244140625,215.10000610351562,59664100,205.42832946777344
2020-09-08,194.31558227539062,202.66000366210938,210.02999877929688,202.1999969482422,206.5,52924300,194.31558227539062
2020-09-09,202.59019470214844,211.2899932861328,214.83999633789062,206.6999969482422,207.60000610351562,45679000,202.59019470214844
2020-09-10,196.9139404296875,205.3699951171875,214.74000549316406,204.11000061035156,213.39999389648438,35461500,196.9139404296875
2020-09-11,195.62913513183594,204.02999877929688,208.6300048828125,201.24000549316406,207.1999969482422,33620100,195.62913513183594
2020-09-14,196.9523162841797,205.41000366210938,209.1999969482422,204.02999877929688,204.24000549316406,30375800,196.9523162841797
2020-09-15,200.1835479736328,208.77999877929688,209.77999877929688,206.92999267578125,208.4199981689453,21823900,200.1835479736328
2020-09-16,196.60714721679688,205.0500030517578,210.64999389648438,204.63999938964844,210.6199951171875,26328100,196.60714721679688
